@relation segment

@attribute original numeric
@attribute Gaussian_blur_8.0 numeric
@attribute class {nucleus,background}

@data
3,2.197013,nucleus
2,2.157329,nucleus
2,2.104327,nucleus
2,2.044175,nucleus
1,2.157449,nucleus
2,2.171163,nucleus
1,2.183508,nucleus
3,2.193134,nucleus
3,2.19865,nucleus
2,2.199068,nucleus
2,2.194261,nucleus
3,2.185189,nucleus
2,2.173835,nucleus
3,2.163018,nucleus
2,2.156161,nucleus
1,2.15688,nucleus
2,2.16822,nucleus
2,2.191621,nucleus
2,2.225978,nucleus
3,2.267259,nucleus
1,2.309,nucleus
2,2.343668,nucleus
3,2.364552,nucleus
3,2.367651,nucleus
2,2.352781,nucleus
3,2.323399,nucleus
2,2.285143,nucleus
1,2.243693,nucleus
3,2.203089,nucleus
2,2.165278,nucleus
3,2.13093,nucleus
2,2.100742,nucleus
3,2.07622,nucleus
2,2.059435,nucleus
2,2.052069,nucleus
2,2.054529,nucleus
1,2.065736,nucleus
3,2.08363,nucleus
2,2.10584,nucleus
2,2.129986,nucleus
1,2.153415,nucleus
2,2.172739,nucleus
2,2.183718,nucleus
2,2.181887,nucleus
2,2.163904,nucleus
2,2.129112,nucleus
3,2.08047,nucleus
2,2.160091,nucleus
2,2.178182,nucleus
1,2.195079,nucleus
2,2.208836,nucleus
3,2.217227,nucleus
2,2.218522,nucleus
3,2.212229,nucleus
2,2.199429,nucleus
1,2.182628,nucleus
2,2.165326,nucleus
1,2.151527,nucleus
2,2.145218,nucleus
2,2.14967,nucleus
2,2.166584,nucleus
3,2.195284,nucleus
1,2.232293,nucleus
2,2.271617,nucleus
1,2.305881,nucleus
3,2.328116,nucleus
4,2.333745,nucleus
2,2.321924,nucleus
2,2.295603,nucleus
3,2.260157,nucleus
3,2.221218,nucleus
2,2.182858,nucleus
3,2.147005,nucleus
4,2.114203,nucleus
2,2.084921,nucleus
2,2.060422,nucleus
2,2.042614,nucleus
1,2.03317,nucleus
2,2.032644,nucleus
2,2.040212,nucleus
1,2.054125,nucleus
3,2.072369,nucleus
1,2.092992,nucleus
3,2.11385,nucleus
3,2.132067,nucleus
2,2.143749,nucleus
2,2.144465,nucleus
2,2.130537,nucleus
3,2.100724,nucleus
2,2.057357,nucleus
1,2.184792,nucleus
3,2.205012,nucleus
3,2.222021,nucleus
4,2.232863,nucleus
2,2.23505,nucleus
3,2.227604,nucleus
2,2.211554,nucleus
3,2.189758,nucleus
3,2.166285,nucleus
2,2.14569,nucleus
3,2.132346,nucleus
4,2.129769,nucleus
2,2.139905,nucleus
2,2.162454,nucleus
2,2.194451,nucleus
2,2.230413,nucleus
3,2.263271,nucleus
1,2.286033,nucleus
3,2.293774,nucleus
4,2.285104,nucleus
1,2.262403,nucleus
3,2.230602,nucleus
2,2.195106,nucleus
2,2.15997,nucleus
2,2.127227,nucleus
2,2.097486,nucleus
2,2.071127,nucleus
1,2.049132,nucleus
3,2.033023,nucleus
2,2.024139,nucleus
2,2.022856,nucleus
2,2.028356,nucleus
2,2.039026,nucleus
2,2.053107,nucleus
1,2.069065,nucleus
2,2.085386,nucleus
1,2.1,nucleus
3,2.109815,nucleus
1,2.110937,nucleus
3,2.099759,nucleus
3,2.074599,nucleus
4,2.187073,nucleus
2,2.209131,nucleus
2,2.228256,nucleus
2,2.240916,nucleus
2,2.243906,nucleus
2,2.235683,nucleus
2,2.217062,nucleus
2,2.191095,nucleus
2,2.162328,nucleus
3,2.135856,nucleus
2,2.116459,nucleus
1,2.107873,nucleus
3,2.112173,nucleus
1,2.129247,nucleus
2,2.156466,nucleus
2,2.188797,nucleus
3,2.219591,nucleus
2,2.242089,nucleus
3,2.251288,nucleus
2,2.245424,nucleus
2,2.226299,nucleus
2,2.198283,nucleus
2,2.166421,nucleus
2,2.134735,nucleus
2,2.105476,nucleus
3,2.079508,nucleus
3,2.057258,nucleus
1,2.039431,nucleus
1,2.027036,nucleus
2,2.020855,nucleus
2,2.020863,nucleus
2,2.02603,nucleus
3,2.034697,nucleus
2,2.045198,nucleus
1,2.056303,nucleus
1,2.067136,nucleus
2,2.0766,nucleus
2,2.082746,nucleus
3,2.082639,nucleus
2,2.073112,nucleus
3,2.052213,nucleus
2,2.20537,nucleus
2,2.225356,nucleus
3,2.238993,nucleus
2,2.242488,nucleus
2,2.233737,nucleus
2,2.213237,nucleus
2,2.184097,nucleus
3,2.15124,nucleus
1,2.120266,nucleus
3,2.096349,nucleus
2,2.08338,nucleus
1,2.083405,nucleus
2,2.096278,nucleus
2,2.119512,nucleus
2,2.148458,nucleus
3,2.176988,nucleus
3,2.1988,nucleus
1,2.209053,nucleus
3,2.205744,nucleus
3,2.190104,nucleus
1,2.16583,nucleus
2,2.137503,nucleus
3,2.10907,nucleus
2,2.083066,nucleus
2,2.060742,nucleus
1,2.042701,nucleus
4,2.029449,nucleus
2,2.021487,nucleus
2,2.01901,nucleus
2,2.021507,nucleus
3,2.027639,nucleus
1,2.035553,nucleus
3,2.043503,nucleus
2,2.050405,nucleus
4,2.055928,nucleus
1,2.059979,nucleus
2,2.061901,nucleus
2,2.059962,nucleus
2,2.051661,nucleus
3,2.213748,nucleus
2,2.227193,nucleus
3,2.230541,nucleus
4,2.221239,nucleus
2,2.199427,nucleus
2,2.168124,nucleus
2,2.132479,nucleus
3,2.098485,nucleus
1,2.071634,nucleus
1,2.055895,nucleus
2,2.05317,nucleus
2,2.063139,nucleus
2,2.083353,nucleus
2,2.109517,nucleus
2,2.136102,nucleus
2,2.157401,nucleus
2,2.168874,nucleus
3,2.168341,nucleus
2,2.156426,nucleus
2,2.136053,nucleus
2,2.111216,nucleus
2,2.085718,nucleus
2,2.062371,nucleus
2,2.04287,nucleus
1,2.028116,nucleus
2,2.018568,nucleus
3,2.014391,nucleus
2,2.01533,nucleus
2,2.020478,nucleus
2,2.028181,nucleus
1,2.036318,nucleus
2,2.042925,nucleus
4,2.046906,nucleus
2,2.048321,nucleus
2,2.047973,nucleus
1,2.046444,nucleus
3,2.043206,nucleus
2,2.195563,nucleus
3,2.207257,nucleus
2,2.209421,nucleus
4,2.199269,nucleus
1,2.176565,nucleus
3,2.144051,nucleus
3,2.106851,nucleus
1,2.071135,nucleus
2,2.042589,nucleus
3,2.025217,nucleus
2,2.020778,nucleus
2,2.028798,nucleus
1,2.046869,nucleus
3,2.071061,nucleus
2,2.096459,nucleus
2,2.117972,nucleus
2,2.131371,nucleus
2,2.134286,nucleus
2,2.126681,nucleus
1,2.110616,nucleus
2,2.089399,nucleus
1,2.066576,nucleus
1,2.045165,nucleus
1,2.027311,nucleus
2,2.014318,nucleus
2,2.006813,nucleus
2,2.004898,nucleus
1,2.008127,nucleus
3,2.015375,nucleus
2,2.024748,nucleus
3,2.033828,nucleus
2,2.04035,nucleus
2,2.043065,nucleus
2,2.042252,nucleus
3,2.039387,nucleus
3,2.036063,nucleus
2,2.032756,nucleus
2,2.181249,nucleus
2,2.180987,nucleus
2,2.169567,nucleus
2,2.146348,nucleus
3,2.113536,nucleus
2,2.075876,nucleus
1,2.039426,nucleus
2,2.009922,nucleus
2,1.991429,nucleus
2,1.985709,nucleus
3,1.992288,nucleus
2,2.008894,nucleus
2,2.031957,nucleus
2,2.057102,nucleus
2,2.079758,nucleus
3,2.09594,nucleus
3,2.103051,nucleus
2,2.100368,nucleus
1,2.089054,nucleus
3,2.071652,nucleus
4,2.05135,nucleus
1,2.031268,nucleus
2,2.013967,nucleus
2,2.001243,nucleus
2,1.994111,nucleus
1,1.992898,nucleus
2,1.997243,nucleus
2,2.005979,nucleus
2,2.017042,nucleus
2,2.027714,nucleus
3,2.035369,nucleus
1,2.038517,nucleus
3,2.037478,nucleus
1,2.034135,nucleus
1,2.030747,nucleus
2,2.14672,nucleus
2,2.133755,nucleus
2,2.110507,nucleus
2,2.078337,nucleus
2,2.041223,nucleus
2,2.004789,nucleus
1,1.974699,nucleus
1,1.955175,nucleus
4,1.948205,nucleus
2,1.953537,nucleus
2,1.969134,nucleus
2,1.991728,nucleus
2,2.017335,nucleus
2,2.041763,nucleus
1,2.061197,nucleus
1,2.072824,nucleus
3,2.075288,nucleus
2,2.068895,nucleus
2,2.055403,nucleus
2,2.037562,nucleus
3,2.018497,nucleus
2,2.001136,nucleus
2,1.987821,nucleus
2,1.980125,nucleus
3,1.978812,nucleus
3,1.983776,nucleus
1,1.993902,nucleus
2,2.006959,nucleus
1,2.019897,nucleus
2,2.029709,nucleus
3,2.034606,nucleus
2,2.034816,nucleus
1,2.032372,nucleus
2,2.093094,nucleus
3,2.070494,nucleus
2,2.039991,nucleus
1,2.004446,nucleus
2,1.968776,nucleus
2,1.938474,nucleus
2,1.918015,nucleus
2,1.909817,nucleus
2,1.914019,nucleus
2,1.928853,nucleus
1,1.95125,nucleus
3,1.977455,nucleus
2,2.003546,nucleus
2,2.025889,nucleus
3,2.041565,nucleus
3,2.048743,nucleus
3,2.046981,nucleus
2,2.03729,nucleus
2,2.02194,nucleus
2,2.003977,nucleus
2,1.986644,nucleus
2,1.972841,nucleus
2,1.964757,nucleus
2,1.963666,nucleus
2,1.969738,nucleus
2,1.981853,nucleus
2,1.997532,nucleus
2,2.013331,nucleus
2,2.025844,nucleus
2,2.032981,nucleus
2,2.034818,nucleus
3,1.999939,nucleus
2,1.96709,nucleus
1,1.933166,nucleus
2,1.903403,nucleus
2,1.88254,nucleus
1,1.873496,nucleus
2,1.876833,nucleus
1,1.89099,nucleus
2,1.912977,nucleus
1,1.939164,nucleus
2,1.96591,nucleus
3,1.989892,nucleus
2,2.008309,nucleus
2,2.019087,nucleus
2,2.02121,nucleus
1,2.015022,nucleus
3,2.002293,nucleus
2,1.985928,nucleus
2,1.969403,nucleus
2,1.956115,nucleus
3,1.948818,nucleus
2,1.949211,nucleus
1,1.957614,nucleus
2,1.972734,nucleus
2,1.991691,nucleus
2,2.010566,nucleus
2,2.025554,nucleus
2,1.930953,nucleus
2,1.900079,nucleus
3,1.872143,nucleus
2,1.852039,nucleus
2,1.843062,nucleus
1,1.84606,nucleus
0,1.859541,nucleus
2,1.880493,nucleus
2,1.905422,nucleus
2,1.931091,nucleus
2,1.954734,nucleus
2,1.973966,nucleus
2,1.986748,nucleus
2,1.991707,nucleus
2,1.988622,nucleus
2,1.978765,nucleus
2,1.964817,nucleus
2,1.950356,nucleus
2,1.939122,nucleus
1,1.934265,nucleus
2,1.937728,nucleus
2,1.949773,nucleus
1,1.968747,nucleus
2,1.991222,nucleus
1,2.012735,nucleus
1,1.847433,nucleus
1,1.829734,nucleus
2,1.822154,nucleus
1,1.825566,nucleus
2,1.838368,nucleus
6,1.857481,nucleus
2,1.879634,nucleus
1,1.902205,nucleus
1,1.923261,nucleus
2,1.941143,nucleus
2,1.954151,nucleus
2,1.960791,nucleus
2,1.960412,nucleus
2,1.953792,nucleus
2,1.943259,nucleus
1,1.932277,nucleus
2,1.924669,nucleus
2,1.923725,nucleus
1,1.931413,nucleus
2,1.947782,nucleus
2,1.970713,nucleus
1,1.81296,nucleus
1,1.817599,nucleus
1,1.829779,nucleus
1,1.846349,nucleus
2,1.864379,nucleus
2,1.882045,nucleus
2,1.898478,nucleus
1,1.913011,nucleus
4,1.924573,nucleus
2,1.93182,nucleus
2,1.933838,nucleus
2,1.930909,nucleus
2,1.924824,nucleus
2,1.91861,nucleus
2,1.915811,nucleus
1,1.919554,nucleus
1,1.93166,nucleus
1,1.860054,nucleus
1,1.871633,nucleus
1,1.882014,nucleus
2,1.891692,nucleus
2,1.900491,nucleus
1,1.907504,nucleus
2,1.911757,nucleus
3,1.91304,nucleus
2,1.912369,nucleus
1,1.513725,nucleus
1,1.541547,nucleus
1,1.572351,nucleus
1,1.6019,nucleus
3,1.62526,nucleus
2,1.638488,nucleus
2,1.639923,nucleus
2,1.630597,nucleus
2,1.6138,nucleus
3,1.594128,nucleus
1,1.507068,nucleus
2,1.527265,nucleus
2,1.54614,nucleus
1,1.566211,nucleus
2,1.589635,nucleus
1,1.616968,nucleus
2,1.646388,nucleus
3,1.673908,nucleus
3,1.694636,nucleus
1,1.704562,nucleus
2,1.702073,nucleus
2,1.688564,nucleus
1,1.66802,nucleus
2,1.645833,nucleus
1,1.627311,nucleus
2,1.616237,nucleus
1,1.613842,nucleus
2,1.618511,nucleus
1,1.520333,nucleus
2,1.549599,nucleus
1,1.576016,nucleus
2,1.599417,nucleus
2,1.620846,nucleus
1,1.642156,nucleus
4,1.665104,nucleus
2,1.690245,nucleus
1,1.716114,nucleus
2,1.73924,nucleus
2,1.7552,nucleus
2,1.760333,nucleus
2,1.75332,nucleus
2,1.735918,nucleus
2,1.712568,nucleus
2,1.689107,nucleus
1,1.671042,nucleus
2,1.661927,nucleus
2,1.662314,nucleus
2,1.669662,nucleus
2,1.67927,nucleus
2,1.685944,nucleus
1,1.520245,nucleus
1,1.552569,nucleus
2,1.5852,nucleus
1,1.616431,nucleus
1,1.644982,nucleus
1,1.670437,nucleus
2,1.69332,nucleus
2,1.71482,nucleus
2,1.736171,nucleus
1,1.757819,nucleus
1,1.778678,nucleus
2,1.795996,nucleus
3,1.806138,nucleus
1,1.806061,nucleus
1,1.794826,nucleus
2,1.774399,nucleus
1,1.74935,nucleus
1,1.725579,nucleus
1,1.708502,nucleus
1,1.701325,nucleus
2,1.704001,nucleus
1,1.713273,nucleus
1,1.723834,nucleus
2,1.730178,nucleus
4,1.728413,nucleus
1,1.717328,nucleus
2,1.514716,nucleus
2,1.545509,nucleus
1,1.578511,nucleus
2,1.61291,nucleus
3,1.647223,nucleus
2,1.679883,nucleus
2,1.709765,nucleus
1,1.736411,nucleus
2,1.759961,nucleus
2,1.780964,nucleus
1,1.80007,nucleus
2,1.81755,nucleus
2,1.832732,nucleus
2,1.843741,nucleus
2,1.847942,nucleus
2,1.84306,nucleus
2,1.828513,nucleus
2,1.806248,nucleus
1,1.780611,nucleus
2,1.757208,nucleus
1,1.74115,nucleus
1,1.735301,nucleus
2,1.739231,nucleus
3,1.749305,nucleus
2,1.759938,nucleus
2,1.765529,nucleus
1,1.762301,nucleus
2,1.749323,nucleus
3,1.728423,nucleus
2,1.703212,nucleus
1,1.529532,nucleus
1,1.561108,nucleus
1,1.594554,nucleus
2,1.629839,nucleus
2,1.666019,nucleus
2,1.701617,nucleus
2,1.735262,nucleus
1,1.766078,nucleus
3,1.793636,nucleus
3,1.817708,nucleus
2,1.838163,nucleus
1,1.855001,nucleus
2,1.868282,nucleus
2,1.877781,nucleus
2,1.882612,nucleus
2,1.881278,nucleus
2,1.872355,nucleus
1,1.855568,nucleus
2,1.832649,nucleus
2,1.807422,nucleus
2,1.784918,nucleus
2,1.769785,nucleus
1,1.764591,nucleus
2,1.768763,nucleus
3,1.778639,nucleus
2,1.788685,nucleus
2,1.793404,nucleus
1,1.789153,nucleus
2,1.775151,nucleus
1,1.753393,nucleus
1,1.727633,nucleus
2,1.701994,nucleus
1,1.504038,nucleus
2,1.535851,nucleus
2,1.568085,nucleus
2,1.601276,nucleus
1,1.636046,nucleus
2,1.6723,nucleus
3,1.709076,nucleus
2,1.745041,nucleus
2,1.779124,nucleus
3,1.810713,nucleus
1,1.839334,nucleus
2,1.864276,nucleus
2,1.884616,nucleus
2,1.899634,nucleus
1,1.909151,nucleus
2,1.91341,nucleus
2,1.912567,nucleus
3,1.906327,nucleus
3,1.894156,nucleus
3,1.876063,nucleus
2,1.853462,nucleus
3,1.829483,nucleus
1,1.808402,nucleus
2,1.794293,nucleus
2,1.789453,nucleus
1,1.79334,nucleus
1,1.802536,nucleus
2,1.811832,nucleus
2,1.816009,nucleus
2,1.811581,nucleus
2,1.797797,nucleus
2,1.776592,nucleus
2,1.751624,nucleus
2,1.726897,nucleus
2,1.705444,nucleus
2,1.688469,nucleus
1,1.506382,nucleus
2,1.5389,nucleus
1,1.571767,nucleus
1,1.604407,nucleus
1,1.637385,nucleus
2,1.671399,nucleus
1,1.706485,nucleus
2,1.741938,nucleus
3,1.776822,nucleus
2,1.810492,nucleus
1,1.842555,nucleus
1,1.872335,nucleus
2,1.898467,nucleus
3,1.919131,nucleus
3,1.932858,nucleus
2,1.939243,nucleus
1,1.938993,nucleus
2,1.93327,nucleus
1,1.922937,nucleus
1,1.908324,nucleus
2,1.889717,nucleus
2,1.8682,nucleus
2,1.846174,nucleus
2,1.827086,nucleus
2,1.814374,nucleus
2,1.810065,nucleus
2,1.813737,nucleus
1,1.822388,nucleus
2,1.831326,nucleus
1,1.835756,nucleus
3,1.832387,nucleus
2,1.820398,nucleus
2,1.801445,nucleus
2,1.778823,nucleus
1,1.756186,nucleus
1,1.736316,nucleus
2,1.720282,nucleus
2,1.707227,nucleus
1,1.511411,nucleus
1,1.543078,nucleus
2,1.57661,nucleus
2,1.609593,nucleus
1,1.641296,nucleus
1,1.672265,nucleus
1,1.703357,nucleus
1,1.734975,nucleus
2,1.766974,nucleus
2,1.799073,nucleus
2,1.831148,nucleus
2,1.86295,nucleus
2,1.893452,nucleus
1,1.920524,nucleus
2,1.941457,nucleus
2,1.954121,nucleus
2,1.957957,nucleus
2,1.954108,nucleus
2,1.944618,nucleus
2,1.93133,nucleus
1,1.915303,nucleus
2,1.897052,nucleus
4,1.877354,nucleus
2,1.857915,nucleus
1,1.841383,nucleus
2,1.83056,nucleus
2,1.827217,nucleus
2,1.831115,nucleus
1,1.839769,nucleus
2,1.849131,nucleus
3,1.854931,nucleus
2,1.854088,nucleus
2,1.845616,nucleus
1,1.830692,nucleus
1,1.811983,nucleus
1,1.792569,nucleus
2,1.77487,nucleus
1,1.75988,nucleus
2,1.746953,nucleus
3,1.73423,nucleus
3,1.522753,nucleus
1,1.551097,nucleus
2,1.584105,nucleus
2,1.618157,nucleus
2,1.650585,nucleus
2,1.680407,nucleus
2,1.708078,nucleus
1,1.734652,nucleus
2,1.761054,nucleus
2,1.787907,nucleus
2,1.815722,nucleus
1,1.844908,nucleus
2,1.875283,nucleus
2,1.905394,nucleus
2,1.932391,nucleus
2,1.952845,nucleus
4,1.964188,nucleus
3,1.965857,nucleus
2,1.959407,nucleus
3,1.947555,nucleus
2,1.932847,nucleus
2,1.916817,nucleus
2,1.900066,nucleus
1,1.88304,nucleus
1,1.866801,nucleus
2,1.853269,nucleus
2,1.844694,nucleus
2,1.842672,nucleus
2,1.847242,nucleus
2,1.856531,nucleus
2,1.867206,nucleus
2,1.875542,nucleus
2,1.878629,nucleus
2,1.875198,nucleus
2,1.865771,nucleus
3,1.852194,nucleus
1,1.836816,nucleus
2,1.821628,nucleus
1,1.807603,nucleus
1,1.794445,nucleus
2,1.780885,nucleus
2,1.765477,nucleus
1,1.565459,nucleus
2,1.595421,nucleus
2,1.629189,nucleus
2,1.663178,nucleus
2,1.694512,nucleus
1,1.721914,nucleus
2,1.745685,nucleus
3,1.767053,nucleus
2,1.78749,nucleus
3,1.808409,nucleus
1,1.831081,nucleus
1,1.856359,nucleus
2,1.884043,nucleus
2,1.912279,nucleus
2,1.937677,nucleus
2,1.956396,nucleus
3,1.965755,nucleus
3,1.965391,nucleus
2,1.957265,nucleus
1,1.944563,nucleus
2,1.930202,nucleus
2,1.915861,nucleus
2,1.901997,nucleus
2,1.888606,nucleus
1,1.876112,nucleus
2,1.865796,nucleus
2,1.859506,nucleus
1,1.858844,nucleus
1,1.864279,nucleus
2,1.874651,nucleus
3,1.887353,nucleus
2,1.899132,nucleus
1,1.907126,nucleus
2,1.909644,nucleus
2,1.906444,nucleus
2,1.898488,nucleus
2,1.887379,nucleus
3,1.874701,nucleus
1,1.861442,nucleus
2,1.847706,nucleus
2,1.832868,nucleus
1,1.816172,nucleus
1,1.587506,nucleus
1,1.613077,nucleus
2,1.643891,nucleus
2,1.677537,nucleus
1,1.710664,nucleus
3,1.740331,nucleus
1,1.765015,nucleus
1,1.784843,nucleus
2,1.801163,nucleus
2,1.815905,nucleus
1,1.831134,nucleus
2,1.848686,nucleus
1,1.869675,nucleus
1,1.893791,nucleus
2,1.91885,nucleus
3,1.941156,nucleus
2,1.956808,nucleus
1,1.963352,nucleus
1,1.960853,nucleus
2,1.951725,nucleus
1,1.939467,nucleus
2,1.927083,nucleus
2,1.916066,nucleus
2,1.906428,nucleus
2,1.897532,nucleus
1,1.889115,nucleus
2,1.881915,nucleus
1,1.877578,nucleus
2,1.877951,nucleus
2,1.884125,nucleus
3,1.895722,nucleus
2,1.91079,nucleus
1,1.926388,nucleus
2,1.939511,nucleus
1,1.947945,nucleus
2,1.950692,nucleus
1,1.947937,nucleus
2,1.940684,nucleus
3,1.930218,nucleus
2,1.91756,nucleus
1,1.903146,nucleus
2,1.88689,nucleus
2,1.868647,nucleus
2,1.848778,nucleus
2,1.61453,nucleus
1,1.637841,nucleus
1,1.664977,nucleus
2,1.695742,nucleus
2,1.728253,nucleus
2,1.759587,nucleus
2,1.786942,nucleus
2,1.80869,nucleus
2,1.824844,nucleus
2,1.836823,nucleus
2,1.846877,nucleus
1,1.857492,nucleus
2,1.870803,nucleus
1,1.887941,nucleus
2,1.908365,nucleus
3,1.929597,nucleus
2,1.947833,nucleus
2,1.95939,nucleus
2,1.96234,nucleus
1,1.957404,nucleus
2,1.94755,nucleus
2,1.936542,nucleus
3,1.927269,nucleus
1,1.920749,nucleus
3,1.916256,nucleus
2,1.91231,nucleus
2,1.907908,nucleus
2,1.903354,nucleus
3,1.900321,nucleus
1,1.901142,nucleus
1,1.907678,nucleus
2,1.920318,nucleus
2,1.937603,nucleus
1,1.956672,nucleus
2,1.974225,nucleus
2,1.98751,nucleus
2,1.994941,nucleus
2,1.996204,nucleus
2,1.991968,nucleus
2,1.983354,nucleus
3,1.971385,nucleus
2,1.956643,nucleus
2,1.939341,nucleus
3,1.919752,nucleus
2,1.898674,nucleus
2,1.877493,nucleus
3,1.665445,nucleus
2,1.691547,nucleus
1,1.71961,nucleus
1,1.749616,nucleus
1,1.780189,nucleus
2,1.808949,nucleus
2,1.833431,nucleus
3,1.852112,nucleus
2,1.865011,nucleus
1,1.873622,nucleus
3,1.880383,nucleus
2,1.887967,nucleus
2,1.898529,nucleus
2,1.912976,nucleus
2,1.930376,nucleus
2,1.947922,nucleus
2,1.961784,nucleus
2,1.96867,nucleus
1,1.967402,nucleus
2,1.95958,nucleus
2,1.948878,nucleus
1,1.939355,nucleus
2,1.933665,nucleus
2,1.932123,nucleus
1,1.933015,nucleus
2,1.933856,nucleus
2,1.932894,nucleus
2,1.930148,nucleus
2,1.927546,nucleus
3,1.928087,nucleus
1,1.934436,nucleus
1,1.947612,nucleus
1,1.966412,nucleus
4,1.987844,nucleus
2,2.00825,nucleus
2,2.024495,nucleus
3,2.034727,nucleus
3,2.038505,nucleus
2,2.03644,nucleus
2,2.02958,nucleus
2,2.01882,nucleus
2,2.004624,nucleus
2,1.98719,nucleus
1,1.966954,nucleus
2,1.945014,nucleus
1,1.923043,nucleus
2,1.688962,nucleus
2,1.717287,nucleus
1,1.745432,nucleus
2,1.774036,nucleus
3,1.803045,nucleus
1,1.831432,nucleus
1,1.857343,nucleus
3,1.878796,nucleus
1,1.894571,nucleus
1,1.90485,nucleus
1,1.91124,nucleus
1,1.916266,nucleus
4,1.922597,nucleus
2,1.932181,nucleus
3,1.945482,nucleus
1,1.961013,nucleus
2,1.975547,nucleus
1,1.985214,nucleus
2,1.987203,nucleus
2,1.981252,nucleus
3,1.970041,nucleus
3,1.958118,nucleus
1,1.949882,nucleus
2,1.947668,nucleus
2,1.950905,nucleus
1,1.95672,nucleus
2,1.961552,nucleus
1,1.96298,nucleus
2,1.960931,nucleus
3,1.957772,nucleus
2,1.957244,nucleus
2,1.962709,nucleus
2,1.975573,nucleus
2,1.994636,nucleus
3,2.01666,nucleus
1,2.037736,nucleus
2,2.054661,nucleus
3,2.065728,nucleus
2,2.070726,nucleus
2,2.070393,nucleus
2,2.065659,nucleus
2,2.057076,nucleus
2,2.044684,nucleus
3,2.028368,nucleus
2,2.008495,nucleus
3,1.986323,nucleus
2,1.963775,nucleus
1,1.94252,nucleus
2,1.735539,nucleus
2,1.76554,nucleus
2,1.794989,nucleus
1,1.824057,nucleus
1,1.852418,nucleus
2,1.879121,nucleus
2,1.902697,nucleus
2,1.921671,nucleus
2,1.935271,nucleus
3,1.943974,nucleus
2,1.949533,nucleus
2,1.954481,nucleus
2,1.961329,nucleus
1,1.97164,nucleus
2,1.985281,nucleus
1,2.000088,nucleus
1,2.012335,nucleus
1,2.018102,nucleus
2,2.015117,nucleus
2,2.004162,nucleus
3,1.989154,nucleus
2,1.975612,nucleus
1,1.96828,nucleus
1,1.969073,nucleus
3,1.976401,nucleus
2,1.986153,nucleus
3,1.993744,nucleus
3,1.99625,nucleus
1,1.993706,nucleus
2,1.989031,nucleus
2,1.986641,nucleus
2,1.990372,nucleus
2,2.001736,nucleus
1,2.019357,nucleus
2,2.039795,nucleus
2,2.059165,nucleus
2,2.074609,nucleus
3,2.084959,nucleus
1,2.090461,nucleus
4,2.091985,nucleus
2,2.090167,nucleus
1,2.084941,nucleus
2,2.075655,nucleus
3,2.061674,nucleus
2,2.043157,nucleus
1,2.021436,nucleus
2,1.998645,nucleus
1,1.976642,nucleus
2,1.744898,nucleus
2,1.775398,nucleus
3,1.805506,nucleus
3,1.835561,nucleus
1,1.865281,nucleus
3,1.893853,nucleus
1,1.920092,nucleus
2,1.942673,nucleus
3,1.960541,nucleus
3,1.973405,nucleus
2,1.982102,nucleus
2,1.988525,nucleus
2,1.995123,nucleus
2,2.0041,nucleus
2,2.016501,nucleus
1,2.031512,nucleus
2,2.046272,nucleus
4,2.056582,nucleus
3,2.058543,nucleus
3,2.05051,nucleus
3,2.034406,nucleus
2,2.015428,nucleus
1,2.000051,nucleus
1,1.993267,nucleus
3,1.996451,nucleus
2,2.006927,nucleus
1,2.01939,nucleus
2,2.028393,nucleus
2,2.030727,nucleus
3,2.026685,nucleus
2,2.019734,nucleus
1,2.014775,nucleus
2,2.015823,nucleus
2,2.024264,nucleus
2,2.03851,nucleus
3,2.05513,nucleus
3,2.070654,nucleus
2,2.082971,nucleus
3,2.09171,nucleus
3,2.097612,nucleus
2,2.10151,nucleus
1,2.103474,nucleus
2,2.102579,nucleus
2,2.097324,nucleus
2,2.086493,nucleus
3,2.070017,nucleus
2,2.049287,nucleus
2,2.026633,nucleus
3,2.004114,nucleus
3,1.98229,nucleus
2,1.777162,nucleus
1,1.80511,nucleus
2,1.833914,nucleus
2,1.864022,nucleus
3,1.894767,nucleus
4,1.924709,nucleus
2,1.952165,nucleus
2,1.975676,nucleus
1,1.994431,nucleus
2,2.008555,nucleus
2,2.019217,nucleus
1,2.028391,nucleus
2,2.038315,nucleus
1,2.050732,nucleus
1,2.066057,nucleus
3,2.082787,nucleus
3,2.097461,nucleus
2,2.105604,nucleus
2,2.103522,nucleus
2,2.09035,nucleus
2,2.069178,nucleus
1,2.046393,nucleus
1,2.029241,nucleus
1,2.022775,nucleus
4,2.027722,nucleus
1,2.040353,nucleus
2,2.054347,nucleus
3,2.063637,nucleus
2,2.064938,nucleus
4,2.058855,nucleus
2,2.04926,nucleus
1,2.041248,nucleus
2,2.038726,nucleus
1,2.042823,nucleus
3,2.051864,nucleus
3,2.062762,nucleus
2,2.072857,nucleus
2,2.081076,nucleus
1,2.087911,nucleus
2,2.094441,nucleus
1,2.101189,nucleus
3,2.107417,nucleus
2,2.111207,nucleus
3,2.110223,nucleus
2,2.102749,nucleus
2,2.088577,nucleus
2,2.069193,nucleus
2,2.047106,nucleus
3,2.024548,nucleus
2,2.002241,nucleus
1,1.799469,nucleus
1,1.823493,nucleus
3,1.850104,nucleus
2,1.880018,nucleus
2,1.912282,nucleus
2,1.944796,nucleus
2,1.975209,nucleus
2,2.001707,nucleus
3,2.023516,nucleus
3,2.041041,nucleus
1,2.055684,nucleus
