@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Derivatives_1_1_1_8.0 numeric
@attribute Derivatives_2_2_2_8.0 numeric
@attribute Derivatives_3_3_3_8.0 numeric
@attribute Derivatives_4_4_4_8.0 numeric
@attribute Derivatives_5_5_5_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute Structure_largest_8.0_1.0 numeric
@attribute Structure_smallest_8.0_1.0 numeric
@attribute Structure_largest_8.0_3.0 numeric
@attribute Structure_smallest_8.0_3.0 numeric
@attribute class {Spot,NotSpot}

@data
12,11.391946,1.063362,0.661857,0.010199,-0.292259,0.037365,2.877401,-16.914913,-94.230545,0.411704,1.658403,1.905867,0.278231,0.687399,0.441417,11.778687,0.386741,0.205459,0.160533,0.009991,-0.013929,0.0048,0.001361,-0.000941,-0.001103,-0.054917,0.560175,0.204457,0.028823,0.113336,0.044719,11.402566,0.01062,-0.376121,0.054583,0.029575,0.004607,0.000932,0.000005,0.000001,0,-0,-0.079551,0.042075,0.004042,0.000792,0.034475,0.002474,10.86756,-0.524385,-0.911126,-0.535006,0.022531,0.002292,0.000226,0.000042,-0,-0,-0,-0,-0.024597,0.017862,0.00057,0.000099,0.002257,0.000144,NotSpot
12,11.159918,1.455667,0.257674,0.079244,-0.144807,0.142104,1.210705,8.603465,20.173191,1.11875,1.285762,1.58148,0.219705,0.677083,0.427799,11.704965,0.545047,0.165568,0.160833,0.040974,-0.00069,0.001372,-0.00044,-0.000234,-0.000931,-0.045709,0.527422,0.18891,0.024389,0.108883,0.043376,11.392446,0.232528,-0.312519,0.051273,0.026534,0.004976,0.000944,-0.000001,0.000001,0,-0,-0.072831,0.052415,0.004351,0.000784,0.0327,0.002189,10.87961,-0.280308,-0.825355,-0.512836,0.022509,0.002606,0.000205,0.000036,-0,-0,-0,0,-0.024911,0.017275,0.000581,0.00007,0.00228,0.000119,NotSpot
9,10.984693,1.306754,0.375439,0.319848,0.318851,0.415918,-2.382529,1.119719,57.485378,1.362346,0.92876,0.979989,0.284473,0.642759,0.400404,11.500034,0.515342,0.157102,0.124043,0.047418,0.011692,-0.002747,-0.00177,0.000081,0.000892,-0.01436,0.465904,0.165557,0.015188,0.103491,0.040682,11.355285,0.370592,-0.14475,0.047572,0.01925,0.005411,0.00092,-0.000004,0.000001,0,0,-0.061411,0.069747,0.005286,0.001045,0.030777,0.002036,10.889126,-0.095567,-0.610909,-0.466159,0.022463,0.002802,0.000186,0.000027,-0,0,0,0,-0.025078,0.016994,0.000598,0.000044,0.002303,0.000094,NotSpot
13,11.292099,0.764453,0.648284,0.174879,0.171422,-0.199411,0.909961,3.573683,-69.519768,0.291048,0.728592,0.465782,0.370132,0.596297,0.363709,11.250813,-0.041286,0.132845,0.131416,0.009373,0.019821,-0.006285,-0.002166,0.000806,0.001128,-0.010803,0.374507,0.126164,0.00892,0.098043,0.037136,11.299034,0.006935,0.048221,0.043896,0.009403,0.00576,0.000852,-0.000003,0.000001,0,0,-0.047539,0.083296,0.006544,0.001053,0.028862,0.001969,10.895596,-0.396503,-0.355218,-0.403439,0.022392,0.002874,0.00017,0.000017,-0,0,0,0,-0.025096,0.017139,0.000621,0.000024,0.002324,0.000072,NotSpot
7,11.854541,1.521316,0.304428,0.126221,-0.012047,0.018613,1.073806,-16.484726,15.226376,-1.951964,0.334364,0.556389,0.191844,0.549924,0.3219,11.012314,-0.842227,0.105593,0.092262,0.005662,0.021988,-0.007184,-0.001864,0.001737,0.00012,-0.007669,0.292747,0.083743,0.005053,0.093707,0.033044,11.232844,-0.621696,0.220531,0.040549,0.006018,0.000509,0.000731,-0,0,0,0,-0.034022,0.089806,0.007428,0.000904,0.027079,0.001923,10.899141,-0.9554,-0.113173,-0.333703,0.022308,0.002827,0.00015,0.000006,-0,0,0,0,-0.024985,0.017695,0.000647,0.000011,0.002341,0.000056,NotSpot
18,11.511243,1.124998,0.678974,0.324068,0.292031,-0.519775,-1.83722,15.725851,33.428299,-2.128041,1.165911,0.678526,0.159481,0.510796,0.279745,10.805498,-0.705745,0.068325,0.032406,0.011925,0.018002,-0.004071,-0.001208,0.001247,0.000504,0.047845,0.23497,0.050832,0.004828,0.091664,0.028437,11.166098,-0.345145,0.3606,0.037648,0.00937,0.00505,0.000552,0.000002,0,0,0,-0.023228,0.090329,0.007658,0.000715,0.025516,0.001844,10.899484,-0.611759,0.093986,-0.266614,0.022217,0.00267,0.000132,-0.000005,-0,0,0,0,-0.024755,0.018503,0.000675,0.000007,0.002354,0.000047,NotSpot
12,10.359145,0.863302,0.347987,0.064587,0.25863,0.020146,-0.451701,-1.874935,-9.417811,0.450728,1.209513,0.594614,0.139568,0.480412,0.241996,10.652542,0.293397,0.087168,0.037763,0.017038,0.009541,0.001108,0.000042,-0.000551,0.000814,0.14197,0.176975,0.031438,0.008563,0.092412,0.02342,11.106742,0.747597,0.4542,0.035298,0.014051,0.004583,0.000317,0.000002,0,-0,-0,-0.016664,0.087931,0.007451,0.000535,0.024223,0.001711,10.897149,0.538004,0.244607,-0.209593,0.022129,0.002419,0.00011,-0.000016,0,0,0,-0,-0.024439,0.01943,0.000702,0.000013,0.002361,0.000049,NotSpot
19,12.156739,1.321883,0.915573,0.531326,-0.147799,-0.514922,0.75483,11.563431,1.366244,-2.768783,0.432972,0.354072,0.288636,0.434829,0.215346,10.930117,-1.226623,0.100857,0.092033,0.023053,-0.000406,-0.004843,-0.00017,0.000957,-0.00048,-0.169836,0.324032,0.092036,0.004498,0.110623,0.017642,10.85734,-1.299399,-0.072777,0.03282,0.005366,0.004757,-0.000142,-0.000024,-0,0,0,-0.033429,0.101624,0.00901,0.000318,0.021025,0.001704,10.68865,-1.468089,-0.241467,-0.16869,0.020742,0.001216,0.000783,-0.000079,0,-0,0,0,-0.021175,0.018219,0.000543,0.000071,0.001942,0.000102,NotSpot
13,11.679562,1.003361,0.713974,0.471707,-0.009456,0.196572,-0.359217,-5.472355,48.356163,-2.189041,0.982068,0.406996,0.168596,0.427721,0.203852,10.86255,-0.817012,0.094517,0.063569,0.047112,-0.00778,-0.003633,-0.000017,0.000649,0.000251,-0.110975,0.29698,0.080084,0.004327,0.110075,0.014113,10.836507,-0.843055,-0.026043,0.032382,0.00486,0.003384,-0.000245,-0.000036,0,0,0,-0.030906,0.104239,0.009474,0.000292,0.021605,0.001657,10.691631,-0.98793,-0.170918,-0.144876,0.020833,0.001077,0.001037,-0.000074,0,-0,0,0,-0.020792,0.018033,0.000552,0.00006,0.001973,0.000089,NotSpot
10,10.591016,0.663372,0.490882,0.042337,0.086015,0.205121,-0.18437,-22.270998,-68.818634,0.214827,1.079815,0.385483,0.108772,0.414785,0.191455,10.759236,0.168221,0.077432,0.063665,0.023431,-0.012824,-0.001106,0.000192,0.000092,0.0006,-0.009664,0.250834,0.061924,0.003159,0.107092,0.01196,10.814939,0.223923,0.055702,0.034303,0.006932,0.000773,-0.000237,-0.000045,0.000001,0,-0,-0.028144,0.101312,0.009098,0.000339,0.022449,0.001571,10.694783,0.103767,-0.064453,-0.120155,0.020945,0.001371,0.000838,-0.000067,0,-0,0,0,-0.020412,0.01771,0.000554,0.000051,0.002001,0.000079,NotSpot
11,10.07112,1.108732,0.350001,0.022134,0.230424,-0.14873,-1.573216,21.177071,46.450531,1.436599,0.355507,0.221502,0.124931,0.398558,0.180051,10.678246,0.607125,0.07755,0.032407,0.000062,-0.015477,0.000719,-0.000116,-0.000241,0.000608,0.045081,0.200341,0.043849,0.002484,0.102608,0.010772,10.797468,0.726348,0.119223,0.036944,0.010739,0.000381,-0.000107,-0.00005,0.000002,0,-0,-0.025824,0.093943,0.008124,0.00037,0.023514,0.00146,10.698524,0.627404,0.020279,-0.098944,0.021078,0.001649,0.000643,-0.000058,0,-0,0,0,-0.020073,0.017338,0.000552,0.000046,0.002025,0.000073,NotSpot
15,10.449432,0.482892,0.444695,0.105067,0.188168,-0.151309,0.082252,8.861372,14.420253,-0.143264,0.634145,0.174117,0.089134,0.382207,0.171408,10.638659,0.189227,0.056667,0.033024,0.020503,-0.015981,0.001193,-0.000354,-0.000212,0.000228,0.044145,0.166292,0.031131,0.002316,0.097822,0.009978,10.788219,0.338787,0.14956,0.039558,0.014275,0.000849,0.000125,-0.000048,0.000002,0,-0,-0.024434,0.084136,0.00696,0.000344,0.024753,0.001404,10.70331,0.253878,0.064651,-0.084909,0.021225,0.001886,0.000467,-0.000048,-0,-0,-0,0,-0.019806,0.016997,0.000548,0.000044,0.002048,0.000074,NotSpot
12,10.597682,0.497338,0.382099,0.322116,-0.180021,0.274752,0.845013,-19.441097,-26.39422,-0.437356,0.650631,0.138175,0.09775,0.368869,0.166734,10.621544,0.023862,0.069445,0.041674,0.019523,-0.014056,0.001315,0.000287,-0.000042,-0.000328,0.047295,0.144072,0.024766,0.002675,0.09387,0.009433,10.790686,0.193004,0.169142,0.041987,0.016563,0.001132,0.000411,-0.000039,0.000001,0,-0,-0.024292,0.07456,0.006001,0.000272,0.026122,0.001531,10.709842,0.11216,0.088298,-0.080844,0.02138,0.00205,0.000323,-0.000036,-0,-0,-0,0,-0.019652,0.016813,0.000543,0.000049,0.002068,0.000082,NotSpot
9,10.3215,0.344838,0.155794,0.150661,-0.340843,-0.014784,0.397978,0.969868,-34.364063,0.339705,0.598988,0.141925,0.109101,0.361194,0.165656,10.618782,0.297282,0.090199,0.037686,0.028183,-0.008343,0.001874,0.001133,-0.000341,-0.000327,0.080696,0.135654,0.024272,0.00289,0.09156,0.009723,10.807628,0.486128,0.188846,0.044275,0.017447,0.001303,0.000694,-0.000024,0.000001,0,-0,-0.025525,0.068371,0.005459,0.000425,0.027582,0.001913,10.717956,0.396456,0.099174,-0.089672,0.021534,0.002112,0.000206,-0.000024,-0,-0,-0,0,-0.019629,0.016891,0.000541,0.000059,0.002087,0.000096,NotSpot
13,10.170139,0.649107,0.285211,0.146021,-0.054529,-0.06209,-1.676629,10.311757,77.026947,0.509917,0.454951,0.169905,0.105678,0.360576,0.169958,10.644915,0.474775,0.103686,0.036412,0.034533,0.001474,0.002209,0.001186,-0.001079,0.000015,0.105565,0.151042,0.028542,0.002787,0.091243,0.011195,10.839533,0.669394,0.194618,0.04645,0.017078,0.001361,0.000923,-0.000005,-0,0,-0,-0.028011,0.067794,0.005365,0.000866,0.029097,0.002488,10.728121,0.557981,0.083206,-0.111412,0.021685,0.00205,0.000121,-0.000011,-0,-0,-0,0,-0.019756,0.01728,0.000543,0.000076,0.002104,0.000114,NotSpot
12,10.383315,0.425212,0.36298,0.345771,-0.11313,0.168011,1.148533,3.813989,-42.718102,0.442422,0.700011,0.17351,0.155088,0.368074,0.183339,10.703526,0.320211,0.10714,0.033664,0.020543,0.012525,0.001159,0.000665,-0.001081,-0.000421,0.094019,0.179104,0.034665,0.002653,0.092848,0.013713,10.888229,0.504914,0.184703,0.048623,0.015606,0.00117,0.001063,0.000016,-0.000001,0,0,-0.031847,0.072865,0.005698,0.001516,0.030626,0.003148,10.740214,0.356899,0.036688,-0.148015,0.021828,0.001854,0.000064,0.000001,-0,-0,-0,0,-0.020038,0.017914,0.000549,0.000096,0.002121,0.000135,NotSpot
8,10.860718,0.686025,0.619959,0.509028,-0.219224,-0.063321,1.094022,-21.275482,-17.038675,-0.796956,0.666366,0.209561,0.131553,0.385001,0.209453,10.769682,-0.091036,0.101665,0.03177,0.012538,0.020565,-0.001058,-0.000093,0.000138,-0.000994,0.082433,0.197833,0.040479,0.002211,0.096003,0.017364,10.951804,0.091086,0.182122,0.050728,0.012945,0.000702,0.001105,0.000034,-0.000002,-0,0,-0.037081,0.081087,0.00642,0.002192,0.032111,0.003764,10.75417,-0.106547,-0.015512,-0.197634,0.021959,0.001531,0.000028,0.000013,-0,-0,-0,0,-0.020456,0.018689,0.000558,0.000116,0.002137,0.000155,NotSpot
13,10.837897,0.831999,0.740754,0.565069,-0.017383,-0.689174,-0.344544,17.82901,38.653717,-0.656315,0.65688,0.261581,0.113654,0.413413,0.248263,10.816359,-0.021539,0.097252,0.038037,0.008659,0.023012,-0.002627,-0.001292,0.001218,-0.000059,0.12663,0.208458,0.047828,0.003504,0.100159,0.022094,11.028546,0.190649,0.212188,0.05275,0.008832,0.000024,0.001055,0.000046,-0.000002,-0,0,-0.043942,0.08917,0.007293,0.00272,0.033467,0.004208,10.76971,-0.068188,-0.046649,-0.258837,0.022077,0.001099,0.000017,0.000025,-0,-0,-0,0,-0.020995,0.019429,0.000569,0.000135,0.002154,0.000173,NotSpot
4,10.231594,1.306549,0.42931,0.278081,0.31041,0.38127,0.394353,7.047699,-44.604485,1.457778,0.707603,0.30341,0.136292,0.455834,0.29678,10.872093,0.640499,0.130571,0.091325,0.003779,0.019435,-0.002229,-0.002251,0.001212,0.001428,0.218116,0.231976,0.067206,0.007464,0.104656,0.027591,11.114007,0.882413,0.241914,0.05449,0.003342,0.001317,0.000941,0.00005,-0.000002,-0,0,-0.052464,0.094022,0.007821,0.003074,0.034577,0.004388,10.7867,0.555106,-0.085393,-0.327307,0.02218,0.000606,0.000051,0.000035,-0,-0,-0,-0,-0.021626,0.019987,0.000579,0.000148,0.00217,0.000187,NotSpot
4,9.933327,1.284574,0.849881,0.150222,0.371267,0.871706,-1.001124,-20.082911,34.308395,2.284677,0.387433,0.407006,0.216967,0.512767,0.349423,11.011449,1.078122,0.196445,0.101923,0.029538,0.010713,-0.000453,-0.001623,0.000907,0.001239,0.26883,0.329754,0.116818,0.007278,0.108786,0.0333,11.202716,1.269389,0.191267,0.055842,0.006466,0.000026,0.000792,0.000046,-0.000002,-0,0,-0.062334,0.093001,0.007533,0.003273,0.035316,0.004281,10.804575,0.871248,-0.206874,-0.398141,0.022268,0.000256,0.000221,0.000044,-0,-0,-0,-0,-0.022302,0.020266,0.000587,0.000153,0.002187,0.000194,NotSpot
11,10.478572,1.010615,0.426787,0.411415,0.086836,-0.462561,-0.13902,6.310626,-7.844507,0.995242,1.006995,0.923354,0.247359,0.578908,0.399104,11.283481,0.804909,0.190279,0.074869,0.073774,-0.000608,0.001372,0.000351,0.000654,-0.000079,0.191374,0.482924,0.184736,0.00663,0.111868,0.038532,11.286416,0.807844,0.002935,0.05654,0.014958,0.000837,0.000638,0.000036,-0.000001,-0,0,-0.072335,0.084685,0.006332,0.003292,0.035579,0.003932,10.822425,0.343853,-0.461056,-0.463991,0.022339,0.000752,0.000111,0.00005,-0,-0,-0,-0,-0.022979,0.020204,0.000591,0.00015,0.002206,0.000192,NotSpot
10,11.495531,1.228302,0.965282,0.212305,-0.066364,-0.273801,-0.053351,-2.458878,8.002687,-0.050715,1.4529,1.51904,0.46958,0.642477,0.438566,11.637879,0.142348,0.150175,0.13859,0.012924,-0.010176,0.002658,0.00186,-0.000212,-0.000597,-0.001339,0.58355,0.226939,0.015614,0.113364,0.042602,11.355829,-0.139702,-0.28205,0.056452,0.023095,0.001067,0.000504,0.000021,-0,-0,-0,-0.080614,0.06966,0.004841,0.002885,0.035314,0.003442,10.839465,-0.656066,-0.798414,-0.516364,0.022389,0.001307,0.000082,0.000054,-0,-0,-0,-0,-0.023614,0.019834,0.000592,0.000139,0.002225,0.000183,NotSpot
15,12.236695,1.228936,0.626815,0.019352,-0.164928,-0.080181,-0.321793,-0.2472,-26.983925,-0.582769,1.831863,1.971133,0.61813,0.68941,0.461292,11.928923,-0.307773,0.229647,0.109788,0.064158,-0.014005,0.003313,0.001915,-0.001277,-0.000565,-0.184016,0.596701,0.224023,0.030765,0.112982,0.044964,11.402923,-0.833773,-0.526,0.055463,0.028706,0.000906,0.000409,0.000006,0,0,-0,-0.085074,0.052592,0.004179,0.001715,0.034535,0.002929,10.855324,-1.381371,-1.073599,-0.547599,0.022418,0.001818,0.00007,0.000055,-0,0,-0,-0,-0.024167,0.01925,0.000593,0.000119,0.002246,0.000166,NotSpot
15,12.090892,0.962913,0.44864,0.140791,-0.224791,-0.248357,-0.800113,21.015373,50.534298,0.655064,2.035112,2.383459,0.41133,0.708823,0.463776,12.018978,-0.071914,0.24875,0.071685,0.05769,-0.011231,0.003118,0.001049,-0.001435,-0.000861,-0.234755,0.591967,0.211987,0.037869,0.110727,0.045335,11.421245,-0.669647,-0.597733,0.053494,0.030159,0.000364,0.000361,-0.000006,0.000001,0,-0,-0.084018,0.045267,0.004114,0.000795,0.033323,0.002498,10.869528,-1.221364,-1.14945,-0.551717,0.022423,0.002245,0.000063,0.000053,-0,0,-0,-0,-0.024605,0.018609,0.000598,0.000094,0.002269,0.000144,NotSpot
8,11.564173,1.265457,0.161521,0.12203,-0.081648,0.371386,1.993577,-15.320217,-46.729015,1.225967,2.01158,2.275167,0.266368,0.697128,0.446912,11.885274,0.321101,0.180921,0.069105,0.043923,-0.004608,0.00176,0.000029,-0.00091,-0.000589,-0.155738,0.589269,0.211497,0.028016,0.106877,0.043794,11.409773,-0.1544,-0.475501,0.050741,0.02684,0.000433,0.000363,-0.000014,0.000001,0,-0,-0.077148,0.055439,0.004489,0.000825,0.031801,0.002207,10.881619,-0.682553,-1.003654,-0.528153,0.022402,0.002564,0.000058,0.000049,-0,0,0,-0,-0.024908,0.018084,0.000608,0.000068,0.002292,0.000119,NotSpot
11,11.115467,1.484707,0.099306,0.044889,0.170659,0.500436,0.161845,-12.665127,-25.707706,1.340512,1.537975,1.535505,0.301086,0.65973,0.414648,11.619969,0.504502,0.130051,0.123054,0.050253,0.002086,-0.000828,-0.000765,-0.000398,0.000572,-0.05725,0.527196,0.189988,0.016881,0.101954,0.040778,11.371173,0.255706,-0.248796,0.047561,0.019374,0.001379,0.000403,-0.000016,0.000001,0,0,-0.065556,0.072219,0.00549,0.001093,0.030114,0.002058,10.89124,-0.224227,-0.728729,-0.479933,0.022358,0.002763,0.000056,0.000042,-0,0,0,-0,-0.025064,0.01784,0.000625,0.000043,0.002314,0.000094,NotSpot
10,11.205218,1.315664,0.428166,0.156383,0.170855,-0.013549,-2.119236,9.33849,109.576851,1.043881,0.841649,0.686464,0.407554,0.608776,0.372469,11.339955,0.134737,0.144473,0.133279,0.037768,0.006944,-0.003967,-0.001157,0.000367,0.000906,-0.026574,0.405113,0.139434,0.010296,0.096779,0.036865,11.313499,0.108281,-0.026456,0.04431,0.009543,0.002284,0.000455,-0.000014,0.000001,0,0,-0.051568,0.085251,0.006767,0.001113,0.0284,0.001999,10.897842,-0.307376,-0.442113,-0.415657,0.02229,0.002837,0.000055,0.000034,-0,0,0,-0,-0.025072,0.017988,0.000647,0.000024,0.002335,0.000072,NotSpot
13,11.885564,1.051372,0.233864,0.122997,0.031439,-0.262091,1.908367,14.455462,-90.372681,-1.408233,0.580024,0.515386,0.217082,0.557354,0.325667,11.103113,-0.782451,0.115492,0.110324,0.032937,0.009872,-0.005813,-0.001194,0.001366,0.000025,-0.038104,0.289256,0.086134,0.00592,0.092489,0.032459,11.245909,-0.639655,0.142796,0.041265,0.003321,0.000052,0.000487,-0.000009,0.000001,0,0,-0.037996,0.09135,0.007635,0.000971,0.026775,0.001959,10.901575,-0.983989,-0.201538,-0.344334,0.02221,0.002791,0.00005,0.000024,-0,0,0,-0,-0.024951,0.018522,0.000674,0.000011,0.002354,0.000056,NotSpot
9,11.866022,1.456881,0.643502,0.371671,0.209654,-0.268771,1.02903,-19.268652,-30.084824,-2.472054,0.721265,0.598124,0.148979,0.513745,0.279534,10.910368,-0.955654,0.07183,0.051518,0.029116,0.010454,-0.004503,-0.001025,0.001505,-0.000063,-0.008804,0.22219,0.049902,0.004384,0.090261,0.027689,11.177703,-0.688319,0.267335,0.038548,0.008828,0.002584,0.000464,-0.000006,0.000001,0,-0,-0.027137,0.09156,0.007837,0.000777,0.025319,0.001881,10.902152,-0.96387,-0.008216,-0.275551,0.022121,0.002637,0.000044,0.000014,-0,0,0,-0,-0.024714,0.01929,0.000702,0.000006,0.002368,0.000046,NotSpot
13,10.833034,0.716756,0.517624,0.154607,0.328574,-0.342974,-2.339214,10.52204,89.59726,-0.353739,1.297255,0.587422,0.12751,0.480153,0.238826,10.761773,-0.07126,0.065573,0.026157,0.013771,0.007565,-0.000534,-0.000527,0.000482,0.000881,0.077958,0.181218,0.03178,0.006634,0.090663,0.022686,11.116542,0.283508,0.354769,0.036275,0.013521,0.002392,0.000363,-0.000004,0,-0,-0,-0.020362,0.088835,0.007598,0.000584,0.024084,0.00174,10.900089,0.067056,0.138316,-0.216453,0.022036,0.00239,0.000033,0.000004,0,0,0,-0,-0.024394,0.020174,0.000729,0.000011,0.002376,0.000046,NotSpot
5,10.102813,1.12779,0.489027,0.440849,0.139784,0.328865,-0.777946,0.811461,-35.021843,1.079612,0.673133,0.407933,0.095594,0.45551,0.206088,10.679413,0.5766,0.103314,0.043376,0.010494,0.0013,0.003054,0.000445,-0.000453,0.00061,0.157184,0.15551,0.030167,0.007341,0.093223,0.017859,11.068406,0.965593,0.388993,0.03443,0.015012,0.001618,0.00018,-0.000007,0,-0,-0,-0.017799,0.086403,0.007296,0.000411,0.023094,0.001547,10.89561,0.792797,0.216197,-0.172796,0.02196,0.002075,0.000013,-0.000005,0,0,0,-0,-0.024022,0.021022,0.000752,0.000018,0.002378,0.000053,NotSpot
8,10.143542,0.896507,0.497422,0.017541,-0.302449,0.139471,1.489868,-10.864658,-8.767961,0.381544,0.307524,0.227626,0.092645,0.437812,0.181549,10.670897,0.527354,0.113155,0.036468,0.02506,-0.006072,0.003828,0.001363,-0.000654,-0.000865,0.174683,0.166806,0.038317,0.004739,0.096716,0.013744,11.033383,0.889841,0.362487,0.032942,0.013922,0.000536,-0.000063,-0.000013,0,-0,-0,-0.018484,0.086061,0.007162,0.000269,0.02236,0.001325,10.889063,0.745521,0.218166,-0.14432,0.0219,0.001712,0.000017,-0.000012,0,0,0,-0,-0.023629,0.021684,0.000767,0.000028,0.002373,0.000064,NotSpot
12,10.344622,0.266299,0.247269,0.189222,-0.406033,-0.086379,0.313197,5.996191,10.104377,0.324346,0.42531,0.126354,0.094876,0.424973,0.16469,10.716337,0.371716,0.098439,0.041984,0.000771,-0.011442,0.002207,0.001403,-0.000773,-0.001303,0.139651,0.18487,0.043824,0.002699,0.099805,0.010682,11.010832,0.66621,0.294495,0.031879,0.011456,0.000589,-0.000327,-0.000021,0,-0,-0,-0.021011,0.087056,0.007175,0.000165,0.021884,0.001102,10.880792,0.53617,0.164454,-0.13004,0.02186,0.001326,0.000057,-0.000016,0,0,0,-0,-0.023242,0.02206,0.000771,0.000038,0.00236,0.000078,NotSpot
10,10.528738,0.435264,0.268951,0.205382,-0.056016,0.187659,-0.665034,-2.896576,-23.853289,0.371695,0.530073,0.129345,0.060869,0.415266,0.154402,10.77752,0.248782,0.093351,0.030666,0.029575,-0.012783,0.000139,0.000661,-0.000795,-0.000796,0.092261,0.176159,0.042189,0.001951,0.1015,0.008708,10.996822,0.468084,0.219302,0.031355,0.008856,0.001458,-0.000565,-0.000029,0,-0,-0,-0.023958,0.08772,0.007168,0.0001,0.021658,0.000897,10.871099,0.34236,0.093578,-0.125724,0.021837,0.000937,0.000107,-0.000016,0,0,0,-0,-0.022882,0.022127,0.000762,0.000048,0.002342,0.000091,NotSpot
10,11.417849,0.93078,0.356477,0.182603,0.07745,0.408241,-0.893718,-5.646429,22.512707,-1.104653,0.92035,0.346854,0.240905,0.439786,0.196107,10.797281,-0.620567,0.074376,0.060628,0.043694,-0.01305,-0.004058,-0.000207,0.000038,0.000848,-0.09131,0.304288,0.086134,0.00274,0.112951,0.013138,10.856483,-0.561365,0.059202,0.029972,0.006193,0.002795,-0.000029,-0.000025,0.000001,0,-0,-0.026573,0.112957,0.011,0.000256,0.021427,0.001853,10.702019,-0.71583,-0.095263,-0.154465,0.020905,0.001254,0.00075,-0.000077,0,-0,0,0,-0.021409,0.0183,0.000572,0.000051,0.002003,0.000078,NotSpot
12,10.580497,0.54744,0.144537,0.067869,-0.032316,-0.256852,-1.100933,17.483356,33.106159,0.335035,0.940484,0.328434,0.099885,0.429164,0.183787,10.693284,0.112787,0.058152,0.043991,0.009031,-0.017727,-0.002579,0.000236,0.000011,0.000093,0.00513,0.266627,0.070016,0.002053,0.109983,0.011538,10.831568,0.251071,0.138284,0.031706,0.007802,0.000213,-0.000007,-0.000031,0.000001,0,-0,-0.024117,0.109824,0.010505,0.0003,0.022158,0.001746,10.704168,0.123672,0.010884,-0.127399,0.020997,0.001124,0.001071,-0.00007,0,-0,0,0,-0.020944,0.018093,0.000576,0.000043,0.00203,0.000069,NotSpot
3,10.140247,0.899459,0.32793,0.012672,-0.149573,-0.12631,1.07032,-11.141068,-33.790443,1.214717,0.371745,0.17593,0.119435,0.413981,0.172064,10.612193,0.471946,0.063998,0.02745,0.026149,-0.017676,-0.00097,0.000213,0.000479,-0.000661,0.065299,0.22184,0.053185,0.001841,0.10531,0.010661,10.811718,0.671471,0.199525,0.034293,0.011231,0.000867,0.000153,-0.000035,0.000002,0,-0,-0.022195,0.102255,0.009348,0.000337,0.023088,0.001605,10.706899,0.566651,0.094706,-0.104819,0.021111,0.00148,0.000892,-0.000061,0,-0,-0,0,-0.020523,0.017782,0.000575,0.000038,0.002053,0.000064,NotSpot
