@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute class {Spot,NotSpot}

@data
15,34.58889,9.994219,2.280416,0.33187,1.145,0.968126,2.760517,-69.507126,-86.4487,7.381934,12.60671,109.097069,2.422099,133.161377,3.008265,37.712059,3.123169,1.779278,0.225888,0.22511,0.104011,0.003725,-0.008742,0.002234,0.004099,-1.778501,2.425822,5.422938,0.483823,6.048371,0.476175,35.451443,0.862553,-2.260616,0.25308,0.066075,0.056409,0.006439,0.00002,-0.000001,-0,0,-0.262746,0.807529,0.66442,0.019028,0.603208,0.052982,NotSpot
25,30.30522,10.152309,1.993927,0.965461,1.57963,-1.216336,-9.280417,36.165962,418.505585,11.180775,7.563819,59.646683,3.584107,110.199417,2.846835,35.271801,4.966581,1.499192,0.366007,0.10861,0.027209,0.005864,-0.007261,0.001044,0.010143,-1.024574,1.539874,2.781279,0.633778,5.02235,0.355779,34.554863,4.249643,-0.716938,0.230346,0.023587,0.015587,0.00493,0.000046,-0.000001,-0,0,-0.191172,0.617855,0.399716,0.017296,0.398472,0.041035,NotSpot
27,33.172981,11.342358,2.484703,1.605432,0.886729,-0.194165,5.610064,-8.146284,-601.323608,7.252222,8.852517,72.889061,3.499947,114.637352,3.035869,36.397644,3.224663,1.567053,0.197139,0.096426,0.021855,0.003818,-0.002282,0.00148,0.005911,-1.466341,1.779721,3.170944,0.755196,5.266963,0.37265,34.936661,1.76368,-1.460983,0.238293,0.021222,0.009017,0.00578,0.000056,-0.000002,-0,0,-0.226087,0.644586,0.433831,0.017447,0.425185,0.042493,NotSpot
20,35.0382,11.805852,1.401336,0.017108,-0.540888,1.731138,-2.639993,-30.310698,405.31369,10.387408,10.897235,88.874725,3.169768,119.152954,3.202468,37.591686,2.553486,1.663359,0.397036,0.073768,0.028427,0.001789,0.002227,-0.001001,-0.002709,-1.986626,1.839387,3.540681,0.67177,5.524388,0.367029,35.311054,0.272854,-2.280632,0.245585,0.035922,0.016589,0.006004,0.000056,-0.000002,-0,0,-0.264917,0.659833,0.458206,0.016687,0.450638,0.043016,NotSpot
22,36.793026,10.563763,2.074086,0.127359,0.056936,-0.622574,-3.93521,2.998697,231.168152,8.617037,12.366129,99.914223,3.548835,123.223076,3.298221,38.535526,1.7425,1.756221,0.566528,0.035254,0.036074,0.000988,0.003071,-0.002859,-0.005722,-2.287495,1.776126,3.812862,0.439785,5.776704,0.341355,35.653728,-1.139297,-2.881798,0.251925,0.060985,0.00993,0.005602,0.000047,-0.000002,-0,-0,-0.302981,0.66519,0.473177,0.015133,0.474241,0.042674,NotSpot
37,36.928196,10.18027,3.272169,1.061358,0.516183,-1.534157,6.813124,35.318146,-710.819702,7.969458,12.388577,99.867104,3.922906,126.516945,3.30332,39.070175,2.141979,1.846561,0.451037,0.059161,0.027248,0.001841,0.00218,-0.001457,-0.004482,-2.238437,1.70758,3.959873,0.237269,6.005932,0.303692,35.940285,-0.987911,-3.12989,0.257108,0.080826,0.002124,0.004683,0.000032,-0.000002,-0,-0,-0.33581,0.66544,0.482548,0.013057,0.49581,0.041688,NotSpot
20,35.377583,10.171494,2.536825,0.095212,-0.605338,0.536294,0.02755,34.141171,491.243225,12.80353,10.906505,88.917488,3.434843,128.978165,3.22932,39.278473,3.90089,1.920492,0.169245,0.088118,0.000834,0.004445,0.001335,0.000422,-0.001726,-2.00162,1.637092,3.990177,0.277136,6.196818,0.265724,36.152443,0.77486,-3.12603,0.260961,0.093694,0.005779,0.003459,0.000015,-0.000001,-0,-0,-0.360435,0.666753,0.491915,0.010899,0.515426,0.040425,NotSpot
10,35.853786,8.702864,1.506834,1.010179,-0.23028,2.327391,-1.837839,-93.384277,-39.634651,9.199519,10.048266,76.871864,2.358981,130.78392,3.129575,39.38443,3.530643,1.969026,0.061515,0.029475,-0.025473,0.006243,-0.000764,0.000639,0.003858,-1.878035,1.5402,3.97812,0.340731,6.338718,0.242322,36.278809,0.425022,-3.105621,0.263254,0.099578,0.012459,0.002214,-0.000003,0,-0,-0,-0.375292,0.674674,0.506337,0.009268,0.533203,0.039362,NotSpot
34,37.522449,7.55064,1.857439,0.691163,0.83669,-0.885236,-6.701357,3.888767,-57.102581,5.002038,9.783984,72.439262,2.715604,132.196381,3.104237,39.534485,2.012035,2.006567,0.038829,0.034815,-0.039278,0.00363,-0.003151,0.001083,0.007036,-2.01058,1.469885,4.028666,0.356735,6.425894,0.247555,36.31691,-1.20554,-3.217575,0.263828,0.099986,0.016589,0.001253,-0.00002,0.000001,0,-0,-0.380402,0.691414,0.528404,0.008846,0.549073,0.038969,NotSpot
32,38.405991,8.478317,2.089756,0.518116,-0.02068,-1.556792,5.520133,61.211132,82.674026,5.870445,9.888351,74.535088,3.675373,133.396606,3.180226,39.718067,1.312077,2.0465,0.185748,0.072123,-0.048116,-0.002949,-0.001577,0.002359,0.001893,-2.304371,1.481605,4.218304,0.336933,6.456707,0.273846,36.273338,-2.132652,-3.444729,0.262838,0.097167,0.016702,0.000814,-0.000034,0.000002,0,-0,-0.376707,0.715797,0.557447,0.009744,0.562685,0.039527,NotSpot
32,38.666172,10.446287,2.857876,0.02634,-1.00565,-0.506674,5.521175,-17.810417,-292.97345,7.614752,10.161242,79.740036,4.646504,134.398636,3.255556,39.822769,1.156597,2.075688,0.351317,0.153854,-0.060683,-0.008771,0.004065,0.00187,-0.005257,-2.580859,1.603482,4.566417,0.305861,6.432961,0.31132,36.153366,-2.512806,-3.669403,0.260451,0.092809,0.011782,0.001011,-0.000043,0.000003,0.000001,-0,-0.365043,0.743803,0.589894,0.011402,0.573469,0.041001,NotSpot
32,38.583221,11.605883,2.767341,0.670806,-0.8936,-0.162514,-5.787032,-5.030001,351.075928,8.167736,10.057,88.021126,4.848112,135.031204,3.273371,39.745556,1.162334,2.068977,0.46056,0.183239,-0.063984,-0.009773,0.007677,-0.001378,-0.005561,-2.712775,1.838309,5.031912,0.27599,6.360239,0.357605,35.973553,-2.609669,-3.772003,0.25724,0.087343,0.00222,0.001794,-0.000044,0.000003,0.000001,-0,-0.346803,0.7705,0.620633,0.013366,0.580864,0.043114,NotSpot
34,37.706169,12.91872,3.730996,0.86606,-0.163914,0.295449,2.011787,0.095648,-127.119667,8.321665,11.076293,101.11348,3.837845,135.002243,3.244064,39.414993,1.708824,2.011011,0.445717,0.191352,-0.034623,-0.006578,0.004795,-0.004338,-0.000553,-2.64808,2.134343,5.507257,0.264343,6.248833,0.409421,35.748043,-1.958126,-3.66695,0.253857,0.079744,0.010764,0.002955,-0.000038,0.000002,0.000001,-0,-0.322837,0.791952,0.644811,0.015388,0.584623,0.045523,NotSpot
20,35.274815,14.313446,1.522718,1.372052,0.945219,1.410926,-1.051825,-11.435434,-173.491714,14.16278,12.156181,113.110794,3.083545,134.03653,3.203425,38.821026,3.546211,1.909786,0.332676,0.167347,0.02712,-0.00314,-0.001766,-0.002954,0.002477,-2.409809,2.400844,5.821194,0.32321,6.114049,0.458795,35.499371,0.224556,-3.321655,0.251038,0.068899,0.025663,0.004193,-0.000023,0.000002,0,-0,-0.294274,0.805723,0.659205,0.017309,0.585078,0.047961,NotSpot
7,33.608658,13.756654,2.806568,0.200166,1.056555,0.237099,-4.5705,32.119614,345.057739,16.363056,12.175435,115.258888,2.704809,132.015656,3.139965,37.996742,4.388084,1.80774,0.220609,0.046033,0.0871,-0.001457,-0.00627,0.002451,0.001138,-2.074382,2.535964,5.798213,0.461257,5.974885,0.494429,35.248852,1.640194,-2.74789,0.24917,0.054628,0.04111,0.005201,-0.000003,0.000001,0,0,-0.262688,0.811155,0.662952,0.019031,0.58329,0.050321,NotSpot
20,33.76543,11.333324,2.685248,0.225349,0.072635,-0.079973,6.063287,-24.153715,-197.739288,8.422728,12.469949,108.119858,2.671173,129.073547,3.014197,37.038311,3.272881,1.755232,0.094919,0.060292,0.108299,0.000941,-0.006968,0.005386,0.000372,-1.720605,2.488095,5.37369,0.616028,5.851048,0.506671,35.019119,1.253689,-2.019192,0.248295,0.055973,0.037996,0.005741,0.000018,-0,-0,0,-0.230318,0.809073,0.657869,0.020536,0.580982,0.05274,NotSpot
34,31.492439,9.147869,1.318022,0.911244,1.010018,-0.745764,-8.766013,65.489143,158.227631,8.741092,7.48977,56.550758,2.324163,111.342529,2.717442,35.669426,4.176987,1.595787,0.348081,0.116694,0.023108,0.000997,-0.008069,0.002116,0.009972,-1.131011,1.535178,2.978209,0.604759,5.190395,0.344531,34.69915,3.206711,-0.970276,0.235669,0.02465,0.001745,0.004089,0.000011,-0.000001,-0,0,-0.209274,0.63571,0.424129,0.016655,0.420125,0.040913,NotSpot
12,33.294838,9.239193,1.317136,0.163529,1.327083,0.509749,1.435013,-59.254875,51.642159,8.085587,7.444526,63.345463,3.006104,115.31778,2.882622,36.638027,3.343189,1.658466,0.332689,0.153167,0.038072,-0.001693,-0.007468,0.00229,0.009888,-1.478944,1.6605,3.266927,0.613694,5.395461,0.349403,35.064632,1.769794,-1.573395,0.242161,0.025833,0.024038,0.005058,0.000029,-0.000001,-0,0,-0.240366,0.652022,0.447805,0.016312,0.443097,0.04218,NotSpot
30,34.967194,10.438508,1.403992,0.324301,-0.10037,-0.84254,5.369457,37.251644,-284.714111,9.358817,9.443938,76.148003,3.532354,119.172279,3.010699,37.587921,2.620728,1.728316,0.420618,0.283159,0.04629,-0.002281,-0.001388,0.000867,-0.001707,-1.865774,1.652567,3.511561,0.467363,5.602742,0.334725,35.410503,0.44331,-2.177418,0.247917,0.050074,0.02492,0.005425,0.000041,-0.000001,-0,0,-0.273071,0.657647,0.461652,0.015218,0.464447,0.042717,NotSpot
42,36.726391,10.239352,3.500086,1.661736,-0.705733,0.413039,0.598006,12.070083,125.589714,5.077529,11.43863,87.861382,3.431189,122.47718,3.070327,38.247604,1.521214,1.782457,0.477179,0.236794,0.035651,0.001162,0.004391,-0.001867,-0.01035,-2.022841,1.593961,3.659262,0.262463,5.800042,0.305245,35.714813,-1.011578,-2.532791,0.252824,0.072636,0.021884,0.005188,0.000046,-0.000001,-0,0,-0.303577,0.656017,0.468214,0.013581,0.484035,0.042587,NotSpot
27,35.757404,10.847349,2.374514,0.575825,-0.298801,1.179223,-1.048981,-31.829538,125.697777,7.89701,11.808332,90.178978,3.634158,125.020576,3.056374,38.533138,2.775734,1.826477,0.262456,0.215518,0.003588,0.007152,0.005812,-0.004381,-0.007217,-1.873415,1.550107,3.701652,0.170677,5.976237,0.269902,35.956303,0.198898,-2.576836,0.256774,0.089081,0.017356,0.004465,0.000046,0,-0,-0,-0.328499,0.653105,0.472726,0.011723,0.502059,0.041946,NotSpot
22,33.36779,10.768497,3.747461,1.096887,-0.236246,0.521586,-2.97663,-7.676679,-142.289642,15.612844,10.04067,81.739807,3.767829,126.856514,2.992729,38.590706,5.222916,1.863793,0.22401,0.005379,-0.036037,0.010878,0.003549,-0.004298,0.000971,-1.634404,1.47505,3.686183,0.225402,6.122495,0.239828,36.119747,2.751957,-2.470959,0.259606,0.098485,0.012128,0.003471,0.000039,0.000001,-0,-0,-0.345963,0.655174,0.481083,0.010057,0.518827,0.041045,NotSpot
22,34.074387,8.580171,2.794186,1.236248,-0.67658,0.431344,1.619175,19.372177,65.983772,12.610605,9.77059,72.881119,2.780609,128.23201,2.953992,38.64785,4.573463,1.909478,0.246378,0.077082,-0.061257,0.007954,-0.000048,-0.000314,0.005734,-1.586018,1.388929,3.707219,0.270865,6.232297,0.228216,36.196987,2.122601,-2.450863,0.261097,0.10131,0.007139,0.002477,0.000026,0.000001,-0,-0,-0.355268,0.666885,0.497722,0.00908,0.534473,0.040226,NotSpot
27,36.261929,6.529325,2.129167,1.820206,-0.08996,-0.572156,2.855527,2.341722,55.107357,6.838285,9.584851,69.07914,2.233362,129.410828,3.023875,38.788738,2.52681,1.973287,0.228515,0.023597,-0.062134,-0.000277,-0.002282,0.004786,0.005908,-1.768369,1.37987,3.852648,0.298325,6.300314,0.243699,36.186565,-0.075363,-2.602173,0.261059,0.09888,0.00336,0.001758,0.00001,0.000001,0,-0,-0.356579,0.688945,0.524099,0.009239,0.548735,0.039857,NotSpot
42,36.979378,6.310627,1.691322,1.405713,0.766622,-2.306015,-4.033036,15.341291,-285.209564,6.025017,9.105462,69.769791,2.891114,130.508972,3.142748,38.950001,1.970623,2.046845,0.159209,0.138487,-0.047927,-0.00758,-0.000384,0.005724,0.001383,-2.026122,1.494926,4.17135,0.321875,6.321495,0.278919,36.094898,-0.88448,-2.855103,0.259588,0.092728,0.001828,0.001503,-0.000008,0,0,-0,-0.350488,0.718741,0.558228,0.010466,0.560899,0.040209,NotSpot
17,36.374863,8.224709,1.931222,0.003323,-0.808414,-1.18721,-2.755364,-13.054905,324.996674,10.159253,9.644462,76.537804,3.689517,131.437119,3.236228,39.030113,2.655251,2.097468,0.174898,0.026627,-0.029968,-0.009846,0.004236,0.00133,-0.005323,-2.245739,1.732762,4.659917,0.348187,6.291914,0.326862,35.927185,-0.447678,-3.102928,0.256813,0.083885,0.003444,0.001776,-0.000024,-0.000001,0.000001,0,-0.337254,0.751094,0.595154,0.012302,0.569948,0.041337,NotSpot
15,35.790199,10.567968,2.880885,0.250634,-1.197894,1.714431,3.749672,-29.945183,3.681442,13.699488,10.643404,90.754517,4.235313,131.916763,3.277886,38.962627,3.172428,2.0881,0.171921,0.14311,-0.005511,-0.008251,0.005145,-0.003543,-0.006116,-2.403132,2.044162,5.240576,0.372312,6.211619,0.383402,35.699657,-0.090542,-3.26297,0.253315,0.072809,0.008484,0.002483,-0.000034,-0.000002,0.000001,0,-0.31764,0.780328,0.628306,0.014385,0.574892,0.043077,NotSpot
20,35.573223,12.586344,2.209205,0.821362,0.289054,0.290956,0.516277,39.34034,-164.964767,13.974187,12.170581,109.447258,3.891155,131.583923,3.276459,38.67915,3.105927,2.000711,0.27962,0.178051,0.03217,-0.006047,-0.000555,-0.004247,0.000537,-2.458382,2.352088,5.74561,0.404728,6.087773,0.44201,35.425865,-0.147358,-3.253284,0.249726,0.059259,0.016935,0.003412,-0.000034,-0.000002,0.000001,0,-0.29205,0.801524,0.651387,0.016475,0.575165,0.04515,NotSpot
25,34.879433,14.237739,1.68823,0.667951,1.000736,1.295667,2.136243,-11.432355,-61.956429,13.21746,12.545728,121.519249,3.121426,130.151337,3.244617,38.127529,3.248096,1.868059,0.31032,0.164965,0.072531,-0.004767,-0.006851,-0.00098,0.005903,-2.343344,2.571876,5.954214,0.483004,5.93573,0.492133,35.129333,0.249901,-2.998196,0.246684,0.043238,0.028248,0.004292,-0.000024,-0.000002,0,0,-0.261674,0.81164,0.660162,0.018392,0.570966,0.047292,NotSpot
20,33.492775,13.740668,1.102101,1.086484,1.130407,-0.022979,-4.675593,-37.649017,108.216385,13.72505,11.556636,118.014366,2.852449,127.550804,3.160309,37.311531,3.818756,1.769501,0.237101,0.053796,0.089731,-0.00359,-0.006458,0.002861,0.003937,-2.060398,2.609556,5.705685,0.611631,5.776748,0.521605,34.832291,1.339516,-2.47924,0.244399,0.041668,0.025586,0.004883,-0.000007,-0,0,0,-0.228318,0.809834,0.653661,0.019994,0.563452,0.049345,NotSpot
25,32.538101,11.36973,0.940835,0.290623,0.015417,-2.076193,-2.181845,73.813965,171.470016,10.719519,11.195313,104.030968,2.731816,124.004837,2.995969,36.346024,3.807922,1.729546,0.134296,0.110947,0.069941,-0.000744,-0.000514,0.003618,-0.002355,-1.706197,2.434602,5.031676,0.718978,5.63317,0.52186,34.559784,2.021683,-1.78624,0.242805,0.056179,0.007924,0.005036,0.000012,0.000001,-0,0,-0.19455,0.797506,0.634699,0.021214,0.554685,0.051376,NotSpot
32,31.856968,8.431584,0.998076,0.451366,-0.701176,0.25253,7.284085,-67.095619,-250.960754,8.978295,7.528165,57.673691,2.344349,112.990616,2.643439,36.299679,4.442711,1.683323,0.299538,0.060234,-0.003456,0.000447,0.000372,0.000308,-0.001797,-1.323551,1.592053,3.192504,0.654768,5.373386,0.332145,34.865204,3.008236,-1.434475,0.240631,0.02056,0.013061,0.003121,-0.000025,0,0,0,-0.233132,0.649683,0.444788,0.016148,0.440314,0.040796,NotSpot
37,33.043499,7.0935,2.080287,0.235362,0.550283,-1.004361,-2.507076,48.149529,203.772995,9.409149,6.875243,59.316174,3.351786,116.462227,2.77538,37.074146,4.030647,1.741776,0.392038,0.217387,0.035554,-0.004764,-0.005149,0.001366,0.001702,-1.567125,1.602854,3.402524,0.533355,5.540504,0.324798,35.208652,2.165154,-1.865494,0.245857,0.038487,0.024651,0.004087,-0.000003,-0,-0,0,-0.259693,0.656326,0.458407,0.015315,0.459608,0.041822,NotSpot
17,34.421097,8.009894,2.69541,0.335679,1.443123,-1.66398,-3.393688,-4.978408,42.638588,10.369625,7.934258,65.883331,4.090088,119.590385,2.862517,37.726444,3.305347,1.787623,0.426629,0.416907,0.060858,-0.0068,-0.005978,0.003065,0.002287,-1.797345,1.506194,3.527892,0.31259,5.696884,0.301711,35.5186,1.097504,-2.207844,0.250232,0.062307,0.02731,0.004511,0.000018,0,-0,0,-0.285229,0.653633,0.462969,0.01388,0.477085,0.042267,NotSpot
27,35.576332,9.285277,3.774023,1.550854,0.296402,0.448197,2.352251,-12.664125,-247.949219,7.062108,9.799672,74.695663,3.594161,122.067795,2.88961,38.076992,2.50066,1.807379,0.387339,0.383361,0.049344,-0.002071,-0.001845,0.001415,-0.001057,-1.811358,1.417936,3.544523,0.133934,5.836358,0.269665,35.776211,0.199879,-2.300781,0.253782,0.081377,0.028166,0.004405,0.000036,0.000001,-0,0,-0.306993,0.646563,0.462838,0.012151,0.493017,0.042186,NotSpot
17,34.063538,10.212561,1.434354,0.379372,-1.131982,1.846166,-2.01441,-9.951677,339.09256,11.267543,10.848633,78.743729,3.334472,123.814903,2.868086,38.142048,4.07851,1.808519,0.313143,0.124448,0.005487,0.007077,0.002739,-0.003655,-0.002391,-1.619825,1.365679,3.482043,0.098822,5.954901,0.237879,35.964115,1.900578,-2.177933,0.256468,0.093891,0.027545,0.00389,0.000049,0.000002,-0,-0,-0.322814,0.641844,0.464092,0.010503,0.507904,0.04168,NotSpot
12,32.485149,10.493802,5.063328,0.684922,-0.860871,0.838352,0.823231,-6.808698,-159.92981,16.242052,9.55194,75.589523,3.98953,124.988029,2.859964,38.113052,5.627903,1.811677,0.248923,0.086435,-0.043335,0.012304,0.004427,-0.00569,-0.000384,-1.476319,1.294253,3.424144,0.123777,6.050191,0.21595,36.070778,3.585629,-2.042274,0.258159,0.099698,0.025947,0.003176,0.000053,0.000002,-0,-0,-0.331911,0.645353,0.472399,0.009299,0.522175,0.040917,NotSpot
25,34.345444,8.785685,1.532807,0.158338,-0.716277,-1.480064,4.482818,45.074459,-100.718315,10.160152,10.254389,73.111153,3.232789,125.875328,2.932161,38.166134,3.82069,1.84804,0.227269,0.047696,-0.068795,0.008183,0.003602,-0.001331,0.00034,-1.573074,1.250849,3.4682,0.147708,6.119883,0.213734,36.091583,1.74614,-2.074551,0.258691,0.099627,0.023954,0.002506,0.000049,0.000002,-0,-0,-0.334363,0.660566,0.491231,0.008862,0.535875,0.040141,NotSpot
25,36.609116,7.225931,3.492316,0.698912,-0.372709,-0.4081,-0.048071,-8.242936,-104.092484,4.432527,10.483118,72.269928,2.194728,126.707535,3.045269,38.277126,1.668011,1.922048,0.23668,0.116891,-0.060579,-0.001057,0.00198,0.003622,-0.00005,-1.802259,1.299115,3.677493,0.176946,6.159388,0.236219,36.026386,-0.582729,-2.25074,0.257886,0.094811,0.022268,0.002104,0.000036,0,-0,-0,-0.330429,0.686632,0.520763,0.009391,0.548472,0.039657,NotSpot
25,36.299721,6.991737,1.121656,0.887126,0.413736,0.705619,-9.420788,-49.497284,491.362976,6.757207,9.75714,72.937485,1.909157,127.516731,3.157988,38.320187,2.020466,2.004773,0.267979,0.218316,-0.027035,-0.007481,0.000817,0.003237,0.000323,-1.955109,1.480782,4.070148,0.233967,6.161205,0.2782,35.881889,-0.417831,-2.438297,0.255808,0.086193,0.021583,0.002101,0.000017,-0.000002,0,-0,-0.320418,0.71965,0.557692,0.01076,0.558864,0.039743,NotSpot
34,35.340683,7.800387,1.268689,0.256884,-0.373488,-0.164583,7.014149,22.88098,-196.784607,9.32596,9.954563,79.333572,2.190118,128.121796,3.242641,38.226665,2.885983,2.04809,0.253833,0.213579,0.017239,-0.008844,0.000036,-0.000005,-0.000058,-2.007836,1.790861,4.6091,0.328776,6.117409,0.333873,35.663898,0.323215,-2.562767,0.252572,0.07412,0.022451,0.002497,-0.000002,-0.000005,0,0,-0.304241,0.753587,0.595839,0.012637,0.565628,0.040535,NotSpot
30,35.191395,9.119416,0.62538,0.530858,0.024932,-0.653113,5.868813,18.203236,-526.634766,9.024894,11.8568,94.421288,2.937864,128.182571,3.28634,38.011486,2.820091,2.019379,0.1882,0.144672,0.060059,-0.007996,-0.00199,-0.000668,-0.000306,-2.062907,2.148003,5.179592,0.442499,6.024652,0.397187,35.388836,0.197441,-2.62265,0.248763,0.058632,0.025088,0.003164,-0.000017,-0.000006,0,0,-0.282308,0.782311,0.627521,0.014735,0.567443,0.041966,NotSpot
22,35.056412,10.419057,1.028502,0.807516,0.831277,0.144487,-9.297619,-2.3308,582.266968,10.198071,13.453512,112.409058,3.472958,127.329758,3.290741,37.66177,2.605358,1.920992,0.175346,0.030309,0.090119,-0.006727,-0.005306,0.001143,0.001336,-2.126647,2.446626,5.585784,0.562378,5.888729,0.458785,35.070232,0.013821,-2.591537,0.244951,0.039767,0.029806,0.003882,-0.000023,-0.000007,0,0,-0.254913,0.80025,0.645562,0.016817,0.563547,0.043814,NotSpot
27,34.35582,12.491186,2.023094,0.046832,0.459469,0.210052,-0.114126,-11.208575,7.877672,10.42126,13.265505,120.404785,3.618611,125.328468,3.249731,37.127388,2.771568,1.808604,0.187623,0.090467,0.094545,-0.004347,-0.006311,0.001284,0.002964,-2.086694,2.592547,5.613827,0.685217,5.72555,0.506104,34.732689,0.376869,-2.394699,0.241648,0.036668,0.018502,0.004419,-0.00002,-0.000005,0,0,-0.223482,0.804218,0.645463,0.018669,0.554131,0.0458,NotSpot
20,32.680752,12.827702,0.836837,0.493136,0.532357,0.413431,4.463957,11.193478,-277.892334,12.484001,11.630929,111.711067,3.561278,122.198341,3.136034,36.396469,3.715717,1.743693,0.250489,0.094995,0.0655,-0.001044,-0.001781,-0.001197,0.001619,-1.899187,2.516617,5.172419,0.781809,5.55751,0.527023,34.399014,1.718262,-1.997456,0.238897,0.046026,0.002841,0.004605,-0.000009,-0.000001,0,0,-0.19003,0.793595,0.62687,0.020108,0.540523,0.047711,NotSpot
20,31.437317,10.96965,1.31669,0.356582,0.062588,0.20276,-2.134703,-36.981293,61.067528,11.929759,10.545528,95.027504,2.999749,118.246605,2.933314,35.570377,4.13306,1.708181,0.288484,0.234944,0.011931,0.000998,0.005775,-0.002524,-0.003452,-1.654641,2.235765,4.401268,0.789344,5.407253,0.515254,34.095634,2.658318,-1.474743,0.236564,0.058155,0.021158,0.004376,0.000006,0.000002,-0,-0,-0.15725,0.770586,0.594011,0.021021,0.525135,0.049522,NotSpot
20,33.019272,9.244287,1.180641,0.656424,-1.310179,0.558862,4.021171,-5.992737,28.74938,11.081351,8.37143,67.912155,3.862792,115.24382,2.640609,37.188282,4.16901,1.766417,0.102136,0.063149,-0.027292,0.001287,0.008243,-0.002397,-0.009003,-1.72743,1.691812,3.42389,0.728165,5.565656,0.318303,35.050388,2.031116,-2.137894,0.24519,0.027671,0.012033,0.00225,-0.000056,0.000001,0,0,-0.260828,0.66046,0.46167,0.015775,0.458599,0.040668,NotSpot
30,34.607899,8.21185,1.328918,0.619708,-0.41371,-0.654915,2.256928,-6.75007,-157.466309,8.921061,8.742308,69.201576,5.146303,118.249146,2.748459,37.80135,3.193451,1.816284,0.32075,0.219722,0.023058,-0.007081,-0.001253,-0.000221,-0.00493,-1.917312,1.650377,3.588934,0.532782,5.698014,0.300321,35.369511,0.761612,-2.431839,0.2494,0.051481,0.017817,0.003092,-0.000034,0.000001,0,0,-0.283064,0.65945,0.466919,0.014493,0.474556,0.041394,NotSpot
30,36.189476,7.965532,2.018232,0.830859,1.465025,-0.917279,0.723926,13.24222,70.850906,6.778159,8.849395,68.844292,5.328154,120.687874,2.818516,38.161335,1.971859,1.839245,0.461679,0.307504,0.062411,-0.010921,-0.009169,0.003659,0.004863,-1.993421,1.497422,3.612376,0.273348,5.806187,0.270671,35.641083,-0.548393,-2.520252,0.252646,0.072085,0.023109,0.003473,-0.000007,0.000002,0,0,-0.301623,0.650997,0.464654,0.012747,0.488682,0.04162,NotSpot
25,35.953125,7.869311,3.383723,2.188617,1.958185,-1.341899,-2.585732,-16.83024,144.509506,6.674205,8.952542,69.317474,3.832149,122.377815,2.864697,38.19091,2.237785,1.828231,0.340433,0.34007,0.059849,-0.006142,-0.008932,0.004607,0.009014,-1.828594,1.356887,3.502308,0.101775,5.889902,0.237502,35.849476,-0.103649,-2.341434,0.25504,0.087097,0.027284,0.003423,0.000019,0.000002,0,-0,-0.314853,0.640947,0.460349,0.010931,0.501578,0.041397,NotSpot
27,33.596485,9.146605,2.051244,0.98201,0.206845,-0.768459,0.653541,43.297493,-314.062256,12.179859,9.367326,69.583015,3.499509,123.366447,2.920212,38.01939,4.422905,1.792349,0.307675,0.06853,0.020177,0.00385,-0.002501,0.000792,0.004121,-1.553204,1.248373,3.336876,0.068685,5.95176,0.209792,35.981663,2.385178,-2.037727,0.256586,0.095556,0.030378,0.003074,0.000042,0.000003,-0,-0,-0.321764,0.636098,0.460215,0.009455,0.513926,0.040806,NotSpot
